Type_H,Type_L,Type_M,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),TWF,HDF,PWF,OSF,RNF
0.0,1.0,0.0,-0.73179376,-0.3906172,-0.9754569,1.4997718,0.6033177,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.2150826,-1.1847447,0.336386,-0.67613614,-1.03821,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.2884828,-0.029650155,-0.49252573,-0.13509955,-0.50666773,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.34218153,-0.101843566,-0.71597147,1.0881135,-1.5541188,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.34218153,1.2698312,-0.80967456,1.0763519,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.9531444,1.7751851,-0.80967456,0.50003034,-0.4441333,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.87916917,0.3313169,-0.69434774,1.5938652,-1.0069429,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.678095,-1.1125513,0.24989086,-0.005721239,-1.2101796,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.5569766,0.5478971,-0.29791167,-0.14686121,-1.272714,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.61067533,0.6922839,-0.362783,0.06484875,1.3380967,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.4298776,-1.4735184,1.1220502,-0.9584161,1.0723256,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.61067533,1.6307982,-0.67272395,0.86464196,0.90035605,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,-0.83919126,-1.2569381,0.09852438,-0.84079945,-1.6010195,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.3224802,-1.1125513,-0.42044646,0.40593702,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.77177167,0.7644773,-0.2042086,0.12365707,0.30627933,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.18108524,-0.31842378,-0.5429812,-0.24095453,-0.8349733,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.12738648,-0.4628106,-0.09608968,0.3471287,0.10304258,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,0.3958803,-0.101843566,-0.70155567,-2.0992975,0.38444734,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.9531444,1.7029916,-0.6078526,0.8175953,-0.5223013,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.83919126,-1.3291315,0.2859305,-0.5467578,-0.24089655,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.1076851,-1.1847447,-1.3430612,1.0998752,0.83782166,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,0.61067533,0.7644773,-0.34115922,0.69997865,0.21247776,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,1.4142181,-0.24745618,-0.08805289,-1.3352484,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.50327784,1.7751851,0.70399034,-1.417121,0.22811136,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.83919126,-1.4013249,-0.6150605,0.8764036,-0.16272856,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.8254704,0.47570372,-0.24024825,0.50003034,-0.33469814,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.3559024,0.47570372,-0.98987275,0.476507,1.056692,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.1613839,-0.8237777,0.04086095,-0.3468095,-0.022026196,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.08740857,-0.6071974,0.32917807,-0.87608445,0.47824892,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.4161568,1.6307982,-0.36999094,-0.0527679,-1.4134164,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.0402654,0.6922839,1.1941295,-1.1818877,0.79092085,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.6983715,-1.7622919,-0.39882267,0.9587353,0.8847224,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,1.3624581,1.4864115,0.055276807,0.35889035,-1.4915843,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.3559024,0.47570372,0.12735608,-0.1821462,0.22811136,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.9465888,-0.96816444,-0.038426258,-0.8643228,-1.2101796,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,1.0939642,0.7644773,1.0860106,-1.1466027,-1.3196148,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.40960115,-0.75158423,-0.8889618,1.4174402,0.30627933,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.4698555,1.4864115,-0.49973366,0.3118437,1.2286615,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.30220363,-0.8237777,-0.24745618,-1.2289344,1.5100663,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.14110734,0.18693008,-0.36999094,0.27655873,-1.272714,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.46329993,-0.67939085,0.833733,-0.8172761,-0.22526295,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.03370981,0.90886414,0.09131645,-0.97017777,0.61895126,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.3958803,1.1976378,-0.16816896,0.41769868,1.5882343,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.5169987,0.18693008,-0.24024825,0.30008203,-1.4915843,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.73179376,-0.4628106,-0.5357733,0.35889035,0.41571453,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,1.4698555,1.5586048,-1.0979917,1.8996685,0.9941576,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.2150826,-0.3906172,1.5689417,-1.6994009,-0.80370605,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.0939642,0.62009054,-1.1124076,1.4409635,-0.08456059,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.3761789,-0.96816444,0.24268293,-0.029244568,-0.5379349,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.5569766,0.3313169,0.29313844,-0.8996078,-1.2414467,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,0.3313169,-0.52856535,0.15894207,1.6664023,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.3224802,-1.0403578,0.069692664,-0.2174312,-0.17836216,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0539863,-0.67939085,-0.2834958,-0.1821462,-1.0538436,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.8254704,0.4035103,1.2734166,-1.0525094,1.0723256,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.77177167,0.7644773,0.24989086,-0.8525611,-0.63173646,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.5706974,-0.101843566,-0.29791167,0.73526365,0.6345849,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.6243962,-0.17403698,-1.1268234,0.53531533,0.024874596,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.14110734,0.6922839,0.58866346,-1.0054628,-0.38159892,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.07368772,-0.24623038,-1.1124076,0.73526365,-0.42849973,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.4298776,-1.1847447,2.051873,0.50003034,-1.42905,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.3087593,0.83667076,0.18501951,0.50003034,0.80655444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.61067533,1.7029916,-0.21862446,0.26479706,0.35318014,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.2884828,1.053251,-0.6078526,0.33536702,0.38444734,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.2687814,-1.1125513,-0.06005004,-0.40561783,0.5720505,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.3224802,-1.0403578,-0.9970807,0.41769868,-0.8975076,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.1679394,2.280539,0.3147622,-0.17038454,0.22811136,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.9865667,0.90886414,0.2570988,0.6058853,0.7752873,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.060542,1.9917653,-0.362783,0.758787,1.4318984,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.7180729,0.6922839,-0.96104103,1.9820001,1.5569671,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.3761789,-1.3291315,0.32917807,-0.5467578,-0.06892699,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.18108524,1.053251,-0.110505536,0.723502,-1.1320115,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.46329993,-0.89597106,-0.39161474,0.26479706,-0.13146138,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.07368772,0.9810576,-1.2133186,1.3821552,-0.5223013,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.2150826,-0.67939085,-0.11771347,0.006040426,-1.0851108,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,1.8457469,1.3420246,-0.5213574,0.41769868,0.6502185,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.1076851,-0.67939085,1.1148422,-1.2642194,-0.10019418,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.07368772,1.053251,-0.47090194,0.9469736,-1.1632788,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0002875,-0.6071974,-0.110505536,-0.08805289,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.9865667,0.6922839,0.26430672,-0.11157622,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.0068433,1.7751851,-0.42044646,0.93521196,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.234784,1.3420246,2.13116,-1.8758259,0.40008092,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.9865667,0.4035103,-0.45648608,1.3351085,0.08740898,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,-1.1613839,-1.1125513,-0.024010401,1.0763519,0.24374495,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.234784,1.2698312,0.36521772,-1.0760328,1.3693639,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,0.62009054,-0.29791167,0.3118437,-0.63173646,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.2150826,-1.1125513,-0.26187202,0.7470253,-0.10019418,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.2013618,0.4035103,-0.80967456,0.20598872,-0.7099045,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.5169987,-1.1125513,0.24989086,-0.09981456,0.66585207,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.1948061,-0.6071974,-0.0023866168,1.0410669,0.66585207,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.73179376,-0.17403698,4.171004,-2.4756708,-0.05329339,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.1076851,-1.4735184,-0.29791167,0.97049695,-0.91314125,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.24850486,0.4035103,-0.6150605,0.89992696,-1.4759507,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.7854925,-1.4013249,0.6174952,-0.77022946,-1.2414467,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.0402654,0.47570372,0.6463269,-0.94665444,-0.20962936,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,0.4035103,0.5093763,-0.8996078,1.4475319,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.3559024,0.25912347,-1.0475361,1.4527252,-0.4441333,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.2550606,0.9810576,-1.0259124,1.0998752,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.5372752,-1.3291315,0.7832776,-0.8643228,0.5251497,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.5706974,0.042543255,-0.14654517,-0.06452956,1.1192263,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0002875,-0.029650155,0.41567323,-0.67613614,0.80655444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.46329993,-0.029650155,1.3815355,-1.4288827,-0.10019418,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.234784,-0.3906172,0.6895745,0.8175953,-0.0063925986,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,-0.678095,-0.24623038,-1.1340313,1.4644868,-0.81933963,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.89289004,-1.4735184,-0.65110016,0.476507,-0.5379349,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.0402654,0.25912347,-0.47090194,0.511792,-0.25653017,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.4298776,-1.3291315,-1.06916,1.8173368,0.7127529,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.5169987,-0.67939085,0.6463269,-0.7231828,-0.9444084,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.5569766,0.5478971,0.012029239,-1.3935977,-1.3508819,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.12738648,-0.3906172,0.24989086,-0.87608445,0.7127529,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.4698555,0.4035103,0.13456401,-0.7937528,0.7752873,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.4835764,-1.2569381,-0.67272395,0.57060033,-1.3821491,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.77177167,0.25912347,0.19943537,-0.20566954,-0.7099045,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.77177167,1.1254444,0.004821311,-0.44090283,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.61067533,1.6307982,1.8140112,-1.7934942,1.1192263,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.50327784,0.62009054,1.9581698,-1.4759294,-0.17836216,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.18108524,-0.24623038,-1.2493582,1.2292535,-1.0694772,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.1679394,2.0639586,-1.263774,1.8996685,-1.3039812,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.83919126,-1.1125513,0.04086095,-0.005721239,-1.3196148,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.83919126,0.11473666,-1.3502692,1.8290985,-0.33469814,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,1.2013618,1.053251,-0.39161474,-0.06452956,-1.2258132,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.07368772,1.053251,-0.98987275,1.0881135,-1.2570803,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.50327784,0.9810576,-0.16096103,0.35889035,-0.75680524,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.89289004,-1.4735184,-0.9754569,0.511792,-1.1007444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.87916917,0.4035103,1.1725056,-1.4759294,0.35318014,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.2216382,2.3527324,-0.9105856,1.5821035,0.35318014,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.7180729,0.62009054,0.26430672,-0.64085114,0.22811136,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.2687814,-1.0403578,1.0499709,-0.9231311,-1.03821,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.7383494,0.9810576,-0.26907995,-0.0527679,0.66585207,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,1.3420246,-0.47810987,-0.005721239,-1.1007444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.87916917,0.83667076,-0.21862446,0.582362,-1.2570803,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.5372752,-1.6179051,-0.23304032,0.9116886,0.36881372,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.4161568,0.18693008,1.129258,-1.0525094,0.68148565,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.77177167,0.62009054,-1.1051996,0.84111863,-0.80370605,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.3224802,-1.1125513,2.433893,-1.7111626,0.80655444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.3624581,1.3420246,1.1725056,-1.0289861,0.55641687,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.18108524,-0.31842378,-0.7448032,0.19422705,0.38444734,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.590974,-1.7622919,0.004821311,-0.15862288,-1.3508819,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0002875,-1.3291315,-0.42044646,0.17070372,-1.2101796,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.18108524,1.3420246,-0.4060306,1.5115335,-0.4441333,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.6643741,0.4035103,-0.98987275,1.5585802,-1.6010195,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.2687814,-0.96816444,-0.016802473,-0.8643228,1.3380967,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.1076851,-1.6179051,-0.5213574,0.45298368,0.9316232,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,1.4161568,0.7644773,0.73282206,-1.1348411,0.80655444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0002875,-0.89597106,0.055276807,0.10013375,-1.2414467,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0539863,-1.5457118,-1.1196154,0.77054864,-0.4441333,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,2.0068433,1.9917653,-0.44207022,0.723502,-0.9444084,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.50327784,0.47570372,1.1941295,-1.2524577,0.6971193,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.234784,0.25912347,-0.5213574,-0.029244568,1.635135,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.50327784,0.5478971,-0.49252573,1.2174919,1.7914711,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,1.2013618,0.7644773,1.0860106,-1.2171727,-1.3977828,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.4161568,0.3313169,-1.5376753,1.6997201,1.0879592,-0.039450478,13.884927,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,0.5569766,0.62009054,0.32197013,-0.7584678,0.43134812,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-2.3427567,-2.8451931,0.72561413,-1.2759811,-0.0063925986,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.0402654,0.9810576,0.54541594,-0.53499615,-0.5692021,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,2.060542,2.2083454,1.9725857,-1.7346859,-0.39723253,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.0002875,-1.2569381,0.58866346,-0.37033284,1.7289367,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.0402654,0.7644773,-0.49252573,0.24127372,-0.42849973,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0002875,-1.1125513,-0.29070374,0.24127372,-1.3665155,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,1.147663,0.6922839,-0.55018914,0.35889035,1.213028,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.5372752,-1.6179051,1.5184863,-1.3935977,-0.06892699,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
